5.99893	1.11305
5.7818	1.19399
5.82426	1.18866
4.09912	1.18506
5.00791	1.11785
6.39119	1.00299
4.95106	0.911333
3.93933	0.92234
5.7674	1.05279
5.57972	1.12357
7.0609	0.953036
6.16534	1.10916
4.86523	1.10007
4.81756	1.56886
4.75715	1.59937
5.00481	1.11556
6.54053	1.21895
6.52469	1.44335
4.86369	1.16016
4.70624	1.17633
3.83971	1.20247
5.02206	1.18575
3.67838	1.54887
4.66762	1.15055
3.81978	0.961914
2.99024	1.46767
5.48817	1.25927
5.24391	0.981532
4.40091	1.04241
2.41986	0.956705
3.75672	1.15242
6.80041	1.10622
2.76342	1.14028
6.781	1.0228
5.25641	1.1263
4.28445	1.12264
4.69897	1.17454
5.85312	1.29103
4.96888	1.43981
5.35927	1.08829
5.93245	1.47811
5.9787	1.02107
5.27789	1.04947
4.38319	0.940293
5.98646	1.26062
3.51481	1.46883
5.22041	1.16433
4.66808	1.27364
4.55047	1.50147
4.9584	1.21641
6.11332	1.38413
3.59466	1.26142
4.68893	1.07759
6.85081	1.2068
4.90723	1.10527
5.83829	0.865577
3.00462	1.29159
3.06951	0.995272
4.37358	1.17681
4.40404	1.37171
2.78549	1.16281
4.26409	1.13782
5.80957	0.887627
6.26095	1.12782
6.11778	1.27447
4.98065	1.01834
3.57526	1.48205
3.96044	1.15385
3.25203	0.952841
5.19589	1.11301
6.12832	1.13629
4.50952	0.701134
4.7336	1.64787
4.68351	1.16912
5.91589	1.14937
4.17007	1.13618
5.81548	1.0679
5.05135	1.32858
4.59057	1.12805
4.25675	1.36118
4.67011	1.36018
5.2386	1.36431
5.93901	1.46204
2.73795	1.05864
4.72555	1.5703
6.35004	1.10101
3.55808	0.808267
7.0218	1.32031
4.91982	0.832919
5.0117	0.923607
4.25232	1.12713
2.79687	1.47286
4.3983	0.713231
4.53375	1.26117
4.76361	1.06129
4.63498	1.03164
3.36126	1.40353
4.23812	1.10059
4.32566	1.64494
5.52046	1.21112
4.34309	0.891595
3.22705	1.15076
5.4734	1.39998
4.96596	0.719844
5.59711	1.40931
4.92168	0.98528
5.07509	1.26557
3.83631	1.06099
5.06323	1.24437
3.75527	1.23008
5.3072	1.09549
5.98731	1.44318
5.36711	0.986655
4.78671	1.20359
3.39905	1.1295
5.2295	1.24071
6.92496	1.21886
5.39852	1.4699
5.77524	1.03206
4.80355	1.25934
3.84593	1.35414
4.84931	1.36832
3.73594	1.62532
6.09076	1.23829
5.86986	1.39977
5.78163	0.997318
6.6519	1.63215
5.54625	1.43724
4.15697	1.20116
5.23772	1.01398
6.02119	0.99998
5.58337	1.19306
6.24656	1.42686
2.91429	1.10731
3.90439	1.28555
4.64031	1.07375
5.5905	1.12334
5.39787	1.2434
6.3177	1.45483
5.54733	1.20001
6.30227	1.27775
5.07161	1.13955
4.92315	1.34746
4.61531	1.44487
4.24203	0.911754
5.03854	1.24365
5.28752	1.04574
5.183	1.36887
6.00689	1.19001
3.20843	1.21305
5.3114	1.33195
5.27928	0.893146
4.61305	1.2073
4.61954	0.714191
7.33605	1.33143
3.75757	1.37204
4.7496	1.54792
3.52362	1.28413
3.87931	1.65626
5.97149	1.49405
5.60367	1.47315
3.46761	1.49907
4.29649	0.722937
5.3964	1.26145
4.64482	1.35882
6.76653	1.34424
6.03031	0.918448
5.29186	1.00062
2.7927	1.13701
5.42467	0.867044
6.09555	0.913058
5.09994	1.44281
7.70767	1.32614
4.65566	0.942994
6.83886	1.12335
5.4686	1.48454
6.02705	1.30318
4.70857	1.0328
4.72174	1.1056
3.84227	1.28679
4.94348	1.20794
5.33602	1.30659
5.06311	1.67414
